CRITÉRIO;NOTA;PROJETO;TÍTULO;MUNICIPIO;SEPARAR MATERIAL;STATUS;SITUAÇÃO;DATA DESLIG;STATUS 1;CLIET.;PSTP;PST REALZ;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVANÇO;V. PROJETO;VALOR 30%;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;SITUAÇÃO.1;CARTEIRA;OBRAS SIMPLIFICADAS;TECNICO FECHAMENTO;VISITA PRÉVIA;PRÉ FECHAMENTO;SI PG;PG INICIAL;PG FINAL;ORIGEM_ETL;VALOR 25%;LINK MAPS;PRE FECHAMENTO;OBS;TITULO;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;CRITERIO;ESTÁGIO DE OBRAS;RESPONSÁVEL;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1
SOLICITAÇÃO ATENDIMENTO;9102106541;1157017;ER-CIND-POV-MARRUA-RURAL;JUAZEIRO;21/01;DL BT;;21/01;CONCLUIDA;1;0;0;;;;PLANO 7;100%;R$ 32.978,80;R$ 8.244,70;13/01/2025;21/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,7641693;-40,6022083;;jan.-25;FALSE;;FALSE;FALSE;0 POSTE;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102083111;1144762;PT UAU 34 5 13 8KV;UAUÁ;;;;;RETIRADA ;0;6;;;;;;100%;R$ 458.444,21;;;;;;CARLOS EDUARDO;;;;jan.-26;FALSE;;FALSE;FALSE;CANCELADA;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9101953723;1103577;MP CIND FAZ SOSSEGO CACIMBA DOS PANDUS;JUAZEIRO;;DESLIG MT;;08/01;CONCLUIDA;1;14;14;;;;;100%;R$ 270.528,29;R$ 67.632,07;01/01/2025;08/01/2025;PAULO;SANTIAGO;VICTOR COSTA;;;;jan.-27;FALSE;;FALSE;FALSE;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101909683;1085504;AL - 01V1 - NOVA TOURÃO - CONSTRUÇÃO;JUAZEIRO;;;MIGRAR;;NÃO INICIADA;0;19;;;;;;100%;R$ 482.460,21;R$ 144.738,06;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;FALSE;;FALSE;FALSE;1017639/2025;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTRATÉGICA;9101751200;1015820;IT-GOVE-RUA-QUADRA N 24-VILA S O JOAQUIM;SOBRADINHO;SACADO;;ENTREGA 31/01;;CONCLUIDA;0;144;155;;;;;100%;R$ 1.307.124,22;R$ 326.781,06;01/01/2026;30/01/2025;;;SANDRO DUARTE;;;;;FALSE;;FALSE;FALSE;APROVADA ;E612120;E612279;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102157612;1172946;IE-REGULADOR-RMN-09X1-Q076477;PILÃO ARCADO;;LM+LV;;;NÃO INICIADA;0;2;2;;;;PLANO 8;100%;R$ 189.769,75;R$ 56.930,93;31/01/2025;29/01/2025;DOMINGOS;PAULO JUNIOR / RODRIGUES;DIEGO;-9,997571;-42,445933;;jan.-25;FALSE;;FALSE;FALSE;1017633/APROVADA;E709267;E709268;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101867167;1062389;LD - CIND POV. LAGES VELHA - RURAL;REMANSO;;;;;NÃO INICIADA;1;13;;;;;;100%;R$ 90.568,07;;13/01/2025;31/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;APROVADA/854583-2022;E180283;E180297;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9102004827;1125533;MP CIND FAZ NOVA TABUA RURAL;REMANSO;;;;;CONCLUIDA;1;2;2;;;;;100%;R$ 42.443,95;R$ 10.610,99;01/01/2025;08/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102083974;1149164;RR-CIND-POV-SALINA DA BRICA 3437 --H-URB;CASA NOVA;;;;;CONCLUIDA;1;11;11;;;;;100%;R$ 81.040,62;R$ 20.260,16;01/01/2025;15/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;APROVADA ;E663412;E663423;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102098572;1151932;ER-CIND-POV-SANTA RITA -SANTA;CURAÇÁ;;;;;CONCLUIDA;3;15;15;;;;;100%;R$ 81.578,24;R$ 20.394,56;01/01/2025;08/01/2025;;;CARLOS EDUARDO;;;;;FALSE;;FALSE;FALSE;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101982917;1117684;LD - CIND - SIT BOM CONSELHO - RURAL;JUAZEIRO;;;;;CONCLUIDA;5;13;13;;;;;100%;R$ 122.477,36;R$ 30.619,34;01/01/2025;08/01/2025;;;VICTOR COSTA;;;;;FALSE;;FALSE;FALSE;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102104016;1152313;ER-CCOL-POV-CURRAL VELHO-RURAL;CURAÇÁ;;ALTERAR PROJETO B-1177891;;;CONCLUIDA;2;10;10;;;;;100%;R$ 54.533,10;R$ 13.633,28;01/01/2025;08/01/2025;;;CARLOS EDUARDO;;;;;FALSE;;FALSE;FALSE;APROVADA;E681084;E681095;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101915080;1088197;AL - 01V5 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;;;MIGRAR;;NÃO INICIADA;0;27;;;;;;100%;R$ 321.424,67;R$ 96.427,40;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;FALSE;;FALSE;FALSE;1017641/2025;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101915089;1088191;AL - 01V8 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;;;MIGRAR;;NÃO INICIADA;0;3;;;;;;100%;R$ 224.034,66;R$ 67.210,40;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;FALSE;;FALSE;FALSE;APROVADA;E658360;E658475;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102072423;1149197;ER-CIND-FAZ-CAMPO LARGO-RURAL-TABULEIRO;REMANSO;;;;;NÃO INICIADA;1;4;;;;;;100%;R$ 14.896,19;;13/01/2025;25/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;APROVADA;E681513;E681517;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102006139;1157379;RS-COEL-SAIDA AL NOVA TOURAO;JUAZEIRO;;;MIGRAR;;NÃO INICIADA;0;0;;;;;;100%;R$ 1.159.132,21;R$ 347.739,66;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;FALSE;;FALSE;FALSE;0 POSTE;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102006140;1157282;AL 06-NOVA TOUR O - CONSTRU  O 1 3;JUAZEIRO;;;MIGRAR;;NÃO INICIADA;0;1;;;;;;100%;R$ 15.075,30;R$ 4.522,59;01/01/2025;31/01/2025;;;SANDRO DUARTE;-9,436886049;-40,38081355;;;FALSE;;FALSE;FALSE;FAZER;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9101792296;1035173;ER-CIND-POV-MALHADINHA-RURAL;REMANSO;;PENDENTE LV;;;CONCLUIDA;1;3;3;;;;;100%;R$ 24.707,26;;13/01/2025;22/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;APROVADA/1013566-2024;E681525;E681528;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102083347;1146821;ER-CIND-POV-CURRAL VELHO-RURAL;CURAÇÁ;;;;;CONCLUIDA;1;2;2;;;;;100%;R$ 27.787,06;R$ 6.946,77;01/01/2025;07/01/2025;;;CARLOS EDUARDO;;;;;FALSE;;FALSE;FALSE;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102125670;1159894;UB-CIND-RUA-JUAZEIRO-2;JUAZEIRO;;;MIGRAR;;NÃO INICIADA;0;66;17;;;;PLANO 7;25%;R$ 1.402.835,24;R$ 420.850,57;13/01/2025;30/04/2025;GISMARIO;EDIE JONNES;VICTOR;-9,4486895;-40,5232215;;jan.-25;FALSE;;FALSE;FALSE;1016645/APROVADA ;E710264 ;E710333;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTRATÉGICA;9102046058;1131135;EQ-CIND-ROD-JUAZEIRO CURACA-RURAL;JUAZEIRO;;;MIGRAR;;NÃO INICIADA;0;3;;;;;;100%;R$ 366.663,28;R$ 91.665,82;01/01/2025;31/01/2025;;;VICTOR COSTA;;;;;FALSE;;FALSE;FALSE;APROVADA;E647095;E647097;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102125688;1161869;ER-CIND-FAZ-MASSAYO -RURAL;JUAZEIRO;;REGULADOR LM+LV;;;NÃO INICIADA;0;4;4;;;;PLANO 7;100%;R$ 362.692,55;R$ 108.807,77;15/01/2025;29/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,475;-40,428328;;jan.-25;FALSE;;FALSE;FALSE;1016681/APROVADA;E710917;E710922;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MELHORIA;9102159911;1175928;IE - CJ DE MEDI  O - D005912;JUAZEIRO;;;;;PARALIZADA;1;3;;;;;;100%;R$ 207.307,57;R$ 62.192,27;01/01/2025;31/01/2025;;;VICTOR COSTA;;;;;FALSE;;FALSE;FALSE;FAZER;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102166175;1182070;IE-BC AUTOMATICO-RMN-01Z1-B781463;REMANSO;;;;;CONCLUIDA;0;0;0;;;;;100%;R$ 73.310,79;R$ 18.327,70;08/01/2025;15/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102166174;1182052;IE-BC AUTOMATICO-RMN-01Z2-B000000;REMANSO;;;;;CONCLUIDA;0;0;0;;;;;100%;R$ 73.310,79;R$ 18.327,70;08/01/2025;15/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;0 POSTE;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUIPAMENTO;9102166173;1182027;IE-BC AUTOMATICO-RMN-01Z2-B781464;REMANSO;;;;;CONCLUIDA;0;1;1;;;;;100%;R$ 78.117,80;R$ 19.529,45;10/01/2025;22/01/2025;;;DIEGO DE CARVALHO;;;;;FALSE;;FALSE;FALSE;1017647/2025;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102132629;1161619;ER-CIND-FAZ-MASSAYO-RURAL;JUAZEIRO;;RL - LV+LM;;;NÃO INICIADA;1;1;1;;;;PLANO 7;100%;R$ 91.201,34;R$ 27.360,40;15/01/2025;30/01/2025;PEPEU;EDIE JONNES / ANDERSON;VICTOR;-9,372143;-40,349066;;jan.-25;FALSE;;FALSE;FALSE;1016680/APROVADA;E710910;E710911;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101960412;1113349;ER-CIND-POV-LAGOA SALITRE-LAGOA;JUAZEIRO;SACADO;PENDENTE LV;ENTREGA 31/01;;CONCLUIDA;8;4;4;;;;PLANO 14;100%;R$ 26.673,94;R$ 6.668,49;;;FABIO;SANTIAGO;VICTOR;-9,4910748;-40,63034;;;FALSE;;FALSE;FALSE;APROVADA/1013554;E681434;E681438;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIA C;9102008575;1123063;ER-CIND-POV-ANGICO DOS DIAS-ANGICO;CAMPO ALEGRE DE LOURDES;;  ;ENTREGA 31/01;29/01;CONCLUIDA;1;4;4;;;;;100%;R$ 44.126,44;R$ 11.031,61;;;DOMINGOS;PAULO JUNIOR;DIEGO;-9,349527;-43,4020049;;;FALSE;;FALSE;FALSE;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DIA C;9101862889;1070825;AC-PREF-RUA-LAGOA DE PEDRA -LAGOA DE PED;CAMPO ALEGRE DE LOURDES;;;ENTREGA 31/01;30/01;CONCLUIDA;1;1;1;;;;;100%;R$ 8.364,79;R$ 2.091,20;;;DOMINGOS;PAULO JUNIOR;DIEGO;-9,748747;-42,8311133;;;FALSE;;FALSE;FALSE;LISTA DE PG;E688644;E688645;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;50;30;60,00%;;;;;;;;;;;;;;;;;;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;56;36;64,29%;;;;;;;;;;;;;;;;;;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;417;;;;;;;;;;;;;;;;;;;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;66;36;54,55%;;;;;;;;;;;;;;;;;;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;273;;;;;;;;;;;;;;;;;;;;;;Janeiro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9002801571;237059;MP-CCOL-POV DESTERRO-CAIÇARA-RURAL;CASA NOVA;;AVANÇO;;;NÃO INICIADA;66;733;;;;;PLANO 14;60%;R$ 4.373.226,44;;01/02/2025;31/03/2025;JORGE;JORGE;DIEGO;;;;fev.-25;FALSE;;FALSE;FALSE;APROVADA;E680195;E680939;Fevereiro 25;R$ 1.093.306,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOVOS QUESTIONAMENTOS ANEEL;9101575275;1040604;MP-CCOL-POV DESENGANO-RURAL;SENTO SÉ;;AVANÇO;;;NÃO INICIADA;32;278;;;;;PLANO 14;20%;R$ 2.756.104,87;;17/02/2025;30/03/2025;EMERSON;EMERSON;SANDRO;-9,7533815;-41,8857659;;fev.-25;FALSE;;FALSE;FALSE;1019161/APROVADA;E724391;E724668;Fevereiro 25;R$ 689.026,22;https://maps.app.goo.gl/9EQsCG7L6GFLusNs6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9101940561;1093655;AL - GRUA - FAZ. BAIXA - RURAL;JUAZEIRO;SACADO;MIGRAR;;;NÃO INICIADA;0;188;;;;;PLANO 7;100%;R$ 3.555.398,98;;01/02/2025;22/02/2025;PAULO / CARLOS;SANTIAGO;VICTOR;-9,5502028;-40,5219799;;;;;;;APROVADA;E628933;E629122;Fevereiro 25;R$ 1.066.619,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTRATÉGICA;9101751200;1015820;IT-GOVE-RUA-QUADRA N 24-VILA S O JOAQUIM;SOBRADINHO;SACADO;;;;CONCLUIDA;0;155;;;;;;100%;R$ 1.307.124,22;;;;JUAREZ;SANTIAGO;SANDRO DUARTE;;;;;;;;;APROVADA ;E612120;E612279;Fevereiro 25;R$ 326.781,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102027642;1127953;MP-SEIN-FAZ-BOQUEIRAO 1800 --W-RURAL;CURAÇÁ;;ENTREGA;;;CONCLUIDA;9;71;;;;;PLANO 14;100%;R$ 375.226,34;;03/02/2025;28/02/2025;EMERSON;EMERSON;CARLOS EDUARDO;-8,9086063;-39,8259879;;fev.-25;FALSE;;FALSE;FALSE;1016714/APROVADA;E710695;E710774;Fevereiro 25;R$ 93.806,59;https://maps.app.goo.gl/pZ8zRr7EMRB6BJPS6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102125670;1159894;UB-CIND-RUA-JUAZEIRO-2;JUAZEIRO;;AVANÇO;;;NÃO INICIADA;0;66;;;;;PLANO 7;50%;R$ 1.402.835,24;;15/02/2025;31/05/2025;GISMARIO;EDIE JONNES;VICTOR;-9,46663;-40,4997943;;fev.-25;FALSE;;FALSE;FALSE;1016645/APROVADA ;E710264 ;E710333;Fevereiro 25;R$ 350.708,81;https://maps.app.goo.gl/8jsdC8pjdtr6ARU38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTRATÉGICA;9101893156;1084183;RR-CCOL-RCL-POV-DE LAJES-LAJES;JUAZEIRO;;AVANÇO;;;NÃO INICIADA;75;55;;;;;PLANO 7;50%;R$ 274.737,62;;17/02/2025;31/03/2025;JUAREZ;EDIE JONNES;VICTOR;-9,4790867;-40,5060819;;fev.-25;FALSE;;FALSE;FALSE;1019173/APROVADA;E724694;E724750;Fevereiro 25;R$ 68.684,41;https://maps.app.goo.gl/BfMTiBAKX6n2Bryx9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101909684;1085090;AL-01V2-NOVA TOURÃO-CONSTRUÇÃO (ITEM 2);JUAZEIRO;;MIGRAR;;25/02;NÃO INICIADA;0;41;;;;;PLANO 8;100%;R$ 717.378,39;;01/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;fev.-25;FALSE;;FALSE;FALSE;1019622;;;Fevereiro 25;R$ 179.344,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9101827904;1045844;AC-CCOL-POV.ENTRONCAMENTO-REG.FV-RURAL;CASA NOVA;;ENTREGA 26/02;;;CONCLUIDA;15;40;;;;;PLANO 7;100%;R$ 485.086,60;;10/02/2025;25/02/2025;JORGE;JORGE;DIEGO;-9,29959;-41,1599821;;fev.-25;FALSE;;FALSE;FALSE;1016654/APROVADA;E710395;E710439;Fevereiro 25;R$ 121.271,65;https://maps.app.goo.gl/GB2TTVP97MzZ8D7s6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102008167;1125306;RR-SEIN-RUA-JOSE CARLOS-PEDRA GRANDE;UAUÁ;SACADO;ENTREGA;;;CONCLUIDA;1;38;;;;;PLANO 14;100%;R$ 192.848,09;;13/02/2025;27/02/2025;MAURICIO ;EDIE JONNES;CARLOS EDUARDO;-9,919625;-39,542327;;;;;;;1016703/APROVADA;E710556;E710600;Fevereiro 25;R$ 48.212,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101503225;984432;RR-CIND-POV-SAO MIGUEL-RURAL;CASA NOVA;;LV ;;;RETIRADA ;1;35;;;;;PLANO 14;100%;R$ 210.818,71;;;;;PAULO JUNIOR;DIEGO;-9,2419512;-41,4160863;;fev.-25;FALSE;;FALSE;FALSE;1019178;;;Fevereiro 25;R$ 52.704,68;https://maps.app.goo.gl/R3h9T6RAojyvqtiS6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9101772675;1024582;ER CIND POV MALHADA DA AREIA RURAL;JUAZEIRO;;AVANÇO;;;NÃO INICIADA;1;35;;;;;PLANO 14;50%;R$ 276.441,01;;17/02/2025;27/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,5731822;-40,1167404;;;;;;;1019631/APROVADA;E724751;E724785;Fevereiro 25;R$ 69.110,25;https://maps.app.goo.gl/SHuPqzUnNvLDvTxt9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102145299;1173118;ER-CIND-FAZ-SERRA BRANCA-RURAL-SENTO SE;SENTO SÉ;;AVANÇO;;;NÃO INICIADA;1;31;;;;;PLANO 14;50%;R$ 228.569,67;;25/02/2025;31/03/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-10,550458;-41,847607;;;;;;;1019884;;;Fevereiro 25;R$ 57.142,42;https://maps.app.goo.gl/6U9P9kH75TKuESsBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9101757730;1043511;MP-CCOL-POV-SANTA RITA-RURAL;CASA NOVA;SACADO;;;;CONCLUIDA;2;30;;;;;PLANO 14;100%;R$ 369.654,25;;;;;PAULO JUNIOR;DIEGO;-9,023164033;-40,92362632;;;;;;;1016656/APROVADA;E710440;E710474;Fevereiro 25;R$ 92.413,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101915080;1088197;AL - 01V5 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;;MIGRAR;;;NÃO INICIADA;0;27;;;;;PLANO 1;100%;R$ 321.516,58;;01/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;1017641/APROVADA;E711944;E711970;Fevereiro 25;R$ 80.379,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9101993671;1121713;ER-CIND-POV-ALTAO 600-PAPAGAIO;UAUÁ;17/02;ENTREGA;;;CONCLUIDA;1;25;;;;;PLANO 14;100%;R$ 143.990,76;;22/02/2025;26/02/2025;MAURICIO ;EDIE JONNES;CARLOS EDUARDO;-9,9232761;-39,4793267;;fev.-25;FALSE;;FALSE;FALSE;1019196/APROVADA;E725719;E725743;Fevereiro 25;R$ 35.997,69;https://maps.app.goo.gl/9ZFYMK2nmMiYAi9g9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102030558;1122206;AL GRUA ROD BR 324 RURAL;REMANSO;;AVANÇO;;;NÃO INICIADA;0;25;;;;;PLANO 7;50%;R$ 503.024,54;;20/02/2025;31/03/2025;;PAULO JUNIOR;DEBORA;-9,6020105;-42,0841233;;fev.-25;FALSE;;FALSE;FALSE;1019168/APROVADA;E724669;E724693;Fevereiro 25;R$ 125.756,14;https://maps.app.goo.gl/A4T6HkdpGguU5Pe77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102097507;1155600;LD CIND RUA DO POÇO VELHO RURAL;CASA NOVA;;OUROLANDIA;;;RETIRADA ;2;23;;;;;PLANO 7;100%;R$ 217.628,58;;;;;PAULO JUNIOR;DIEGO;;;;fev.-25;FALSE;;FALSE;FALSE;;;;Fevereiro 25;R$ 54.407,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9101900453;1090033;MP-CIND-RUA DANTA CATARINA BAZUCA-RURAL;SENTO SÉ;07/02;ENTREGA 25/02;;;CONCLUIDA;1;22;;;;;PLANO 14;100%;R$ 211.069,41;;01/02/2025;22/02/2025;FABIO / FERNANDO;SANTIAGO;SANDRO;-9,801903;-41,554951;;;;;;;APROVADA;E663478;E663505;Fevereiro 25;R$ 52.767,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101909683;1085504;AL - 01V1 - NOVA TOURÃO - CONSTRUÇÃO;JUAZEIRO;;MIGRAR;;;NÃO INICIADA;0;19;;;;;PLANO 8;100%;R$ 609.832,67;;01/02/2025;28/02/2025;IVONALDO;SANTIAGO;SANDRO;-9,436886049;-40,38081355;;;;;;;1017639;;;Fevereiro 25;R$ 152.458,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESTRATÉGICA;9101963531;1106990;UB-COEL-RCL-AV-JORGE KHOURY-QUIDE;JUAZEIRO;13/02;ENTREGA;;;NÃO INICIADA;45;17;;4;;;PLANO 7;100%;R$ 90.640,50;;17/02/2025;22/02/2025;CARLOS / PAULO;EDIE JONNES / SANTIAGO;VICTOR;-9,426099;-40,5204124;;fev.-25;FALSE;;FALSE;FALSE;DA PLANILHA ;E710944;E711828;Fevereiro 25;R$ 22.660,13;https://maps.app.goo.gl/uomEHKtg9E6ZFUmz5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102140320;1171632;ER-CIND-FAZ-BEIRA RIO-SANTA TEREZINHA;UAUÁ;SACADO;;;;CONCLUIDA;2;16;;;;;PLANO 7;100%;R$ 96.099,88;;03/02/2025;11/02/2025;MAURICIO GERALDO;EDIE JONNES;CARLOS EDUARDO;-10,021087;-39,258733;;;;;;;1017632/APROVADA;E711871;E711886;Fevereiro 25;R$ 24.024,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9102044194;1132153;ER-CIND-POV-LAGOA DO PEIXE 10-RURAL;CASA NOVA;;LM ;;;CONCLUIDA;1;13;;;;;PLANO 14;100%;R$ 44.761,47;;03/02/2025;13/02/2025;;PAULO JUNIOR;DIEGO;-9,2369508;-41,1979035;;fev.-25;FALSE;;FALSE;FALSE;1019872/APROVADA;E725755;E725767;Fevereiro 25;R$ 11.190,37;https://maps.app.goo.gl/k5jGvDXPK87mFh5j8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101731670;1041388;MP CIND POV. BARRA POÇO DA PEDRA RURAL;CASA NOVA;;LV;;;RETIRADA ;1;13;;;;;PLANO 14;100%;R$ 133.578,06;;;;;PAULO JUNIOR;DIEGO;-9,0240293;-41,0531992;;fev.-25;FALSE;;FALSE;FALSE;1019188;;;Fevereiro 25;R$ 33.394,52;https://maps.app.goo.gl/dCorPDrwdeYZmy1H9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101867167;1062389;LD - CIND POV. LAGES VELHA - RURAL;REMANSO;;7970 / 46920 / 18/02;;;CONCLUIDA;1;13;;;;;PLANO 14;100%;R$ 90.568,07;;;;;PAULO JUNIOR;DIEGO;;;;fev.-28;FALSE;;FALSE;FALSE;854583/APROVADA;E180283;E180295;Fevereiro 25;R$ 22.642,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
