PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;STATUS_AUDITORIA;MOTIVO_DESCARTE
1146087;MP-CCOL-FAZ.NOVA TAPUA-RURAL;nan;REMANSO;SETEMBRO;AVANÇO;LANÇAMENTO;nan;nan;JORGE;JORGE;MARLOS LOPES;14.4.12.1;60%;12;172;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.4735036;-42.2501527;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1173964;RR-CIND-POV-SALINA GRANDE-RURAL;nan;REMANSO;SETEMBRO;AVANÇO;LANÇAMENTO;nan;OURO;JORGE;JORGE;MARLOS LOPES;14.4.12.1;60%;36;227;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.419018;-41.92037;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1194453;ER-CIND-POV-PIRI 2---A-RURAL;nan;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;1;8;8;nan;16/10/2025;17/10/2025;nan;nan;NÃO;nan;-9.7826969;-41.3917713;Ver no Mapa;22/10/2025;28/10/2025;28/10/2025;29/10/2025;nan;Consolidado;N/A
1058100;AC-CIND-POV-PONTA DA SERRA-RURAL;nan;REMANSO;SETEMBRO;AVANÇO;VISITA PRÉVIA;nan;nan;RUBEM;RUBEM;MARLOS LOPES;7.1.2.3;55%;59;380;nan;nan;nan;nan;nan;nan;nan;nan;-9.392305;-42.1929795;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
515938;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;nan;REMANSO;SETEMBRO;MIGRAR;LANÇAMENTO;nan;nan;JORGE;JORGE;MARLOS LOPES;14.4.12.1;100%;93;1.392;nan;nan;nan;nan;nan;nan;SIM;nan;nan;nan;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1219902;ER-CCOL-POV-PIRI-PIRI;nan;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;8;3;nan;27/10/2025;27/10/2025;nan;nan;NÃO;nan;-9.8046956;-41.4393394;Ver no Mapa;27/10/2025;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1221230;ER-CIND-POV-DE ALGODAO NOVO 76-RURAL;nan;SOBRADINHO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.2.3;100%;1;1;1;nan;09/10/2025;09/10/2025;nan;SIM;NÃO;nan;-9.4871816;-40.9838061;Ver no Mapa;13/10/2025;13/10/2025;13/10/2025;14/10/2025;nan;Consolidado;N/A
1221127;AC-CIND-FAZ-TATAUI 1-RURAL;nan;SOBRADINHO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;SANDRO SANTOS;7.1.2.3;100%;1;1;1;nan;09/10/2025;09/10/2025;nan;SIM;NÃO;nan;-9.448421;-40.762391;Ver no Mapa;09/10/2025;14/10/2025;14/10/2025;14/10/2025;nan;Consolidado;N/A
1212994;RR-CIND-POV-ALMAS-ALMAS;nan;SENTO SÉ;SETEMBRO;MIGRAR;IMPLANTAÇÃO;nan;OURO;SANTIAGO;JACSON;DIEGO ALMEIDA;14.7.3;100%;1;35;nan;nan;04/09/2025;22/09/2025;nan;NÃO;nan;nan;-10.2842731;-41.3726258;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1217896;ER-CIND-POV-CAPIM GROSSO-CAPIM GROSSO;nan;SENTO SÉ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;0;0;nan;30/10/2025;30/10/2025;nan;nan;NÃO;nan;-10.3131784;-41.8590184;Ver no Mapa;30/10/2025;30/10/2025;30/10/2025;31/10/2025;nan;Consolidado;N/A
1182181;ER-CIND-FAZ-DO CANTO 1-A-RURAL-CURACA;nan;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;nan;10/09/2025;10/09/2025;nan;SIM;NÃO;nan;-9.0139747;-39.9234207;Ver no Mapa;19/09/2025;19/09/2025;19/09/2025;19/09/2025;nan;Consolidado;N/A
997469;ER-CIND-POV-ALMAS-ALEGRE;nan;SENTO SÉ;SETEMBRO;MIGRAR;LOCADA;nan;OURO;SANTIAGO;JACSON;DIEGO ALMEIDA;14.7.3;100%;2;43;nan;nan;23/09/2025;30/09/2025;nan;NÃO;nan;nan;-10.2638619;-41.3329393;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1175575;AC-CIND-POV-LAGOA GRANDE-RURAL;nan;SOBRADINHO;SETEMBRO;MIGRAR;VISITA PRÉVIA;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;5;nan;10/09/2025;10/09/2025;29/09/2025;nan;nan;nan;nan;-9.5095062;-40.7745147;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1216207;AC-CIND-FAZ-SURUBIM 33-RURAL;nan;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;nan;17/09/2025;17/09/2025;nan;SIM;NÃO;nan;-8.8554171;-39.8999118;Ver no Mapa;30/09/2025;30/09/2025;30/09/2025;01/10/2025;nan;Consolidado;N/A
1191546;IE-RELIGADOR-NCU-01Z4-B360628;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;nan;EQUIPAMENTO;SANTIAGO;PAULO;VICTOR BARROS;8.2.2.3;100%;1;1;1;nan;05/09/2025;09/09/2025;nan;SIM;nan;nan;-9.5864444;-40.6077291;Ver no Mapa;nan;nan;11/09/2025;12/09/2025;nan;Consolidado;N/A
1146807;NT-RECOND-SBO-01S4-D134830-Q023936;nan;SOBRADINHO;SETEMBRO;MIGRAR;ESCAVAÇÃO;nan;FALTOU POSTE;ANDERSON;MANUTENÇÃO;DIEGO ALMEIDA;8.4.1.1;100%;1;2;nan;nan;10/09/2025;11/09/2025;19/09/2025;SIM;nan;nan;-9.5366625;-40.9057719;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1211868;ER-CIND-POV-SALGADINHA-SALGADINHA;nan;SOBRADINHO;SETEMBRO;MIGRAR;NÃO INICIADA;nan;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;2;nan;30/09/2025;30/09/2025;30/09/2025;nan;nan;nan;nan;-9.7731554;-40.9472304;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1120277;MP-CCOL-RUA 03-RURAL;nan;SENTO SÉ;SETEMBRO;CONCLUÍDA;ENERGIZADA;nan;nan;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;23;28;nan;nan;nan;nan;SIM;SIM;nan;-9.75338;-41.8858;Ver no Mapa;nan;nan;03/09/2025;03/09/2025;nan;Consolidado;N/A
1207641;AC-CIND-ROD-LOMANTO JUNIOR-D INDUST;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;PEDRO LINO;VICTOR BARROS;7.1.1.3;100%;1;1;0;04/10/2025;04/10/2025;04/10/2025;nan;SIM;NÃO;nan;-9.4575426;-40.4847795;Ver no Mapa;04/10/2025;04/10/2025;04/10/2025;06/10/2025;nan;Consolidado;N/A
1211884;AC-GRUA-AV-RAUL ALVES-SANTO ANTONIO;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;ANDERSON;PEDRO LINO;VICTOR BARROS;7.1.1.3;100%;nan;1;nan;nan;23/09/2025;23/09/2025;nan;SIM;NÃO;nan;-9.4180224;-40.507459;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1182825;ER-CIND-POV-TATAUI-RURAL- SOBRADINHO;GOVERNO;SOBRADINHO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;EDIE JONNES;JUAREZ;SANDRO SANTOS;14.4.12.1;100%;1;5;5;nan;17/11/2025;18/11/2025;nan;NÃO;NÃO;nan;-9.5313599;-40.8351835;Ver no Mapa;10/11/2025;14/11/2025;14/11/2025;SIM;nan;Consolidado;N/A
1209633;ER-CIND-POV-CARRO QUEBRADO-RURAL;nan;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;1;nan;19/09/2025;19/09/2025;19/09/2025;nan;SIM;NÃO;nan;-9.7212662;-39.4896367;Ver no Mapa;19/09/2025;19/09/2025;19/09/2025;19/09/2025;nan;Consolidado;N/A
1129557;IT-GRUA-FAZ-SAO GONCALO-RURAL;nan;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;nan;SOLICITAÇÃO EDVALDO 18/09 SO LV;ANDERSON;ITALO LV;nan;7.1.6.3;100%;1;1;nan;nan;nan;nan;nan;SIM;NÃO;nan;-9.456333;-40.710528;Ver no Mapa;23/07/2025;22/09/2025;22/09/2025;23/09/2025;nan;Consolidado;N/A
1195955;ER-CIND-POV-MARIA PRETA 200-MARIA PRETA;nan;UAUÁ;SETEMBRO;MIGRAR;LANÇAMENTO;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;6;nan;12/09/2025 E 30/09/2025;12/09/2025;30/09/2025;nan;NÃO;nan;nan;-9.8345323;-39.4149137;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1144762;PT UAU 34 5 13 8KV;nan;UAUÁ;SETEMBRO;AVANÇO;VISITA PRÉVIA;nan;nan;SANTIAGO;JUAREZ;CARLOS EDUARDO;1.2.2.2.3;50%;1;6;nan;17/09/2025;15/09/2025;17/09/2025;nan;NÃO;nan;nan;-9.8468026;-39.4664253;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1210327;ER-CIND-POV-CAITITUS-CAITITUS;nan;UAUÁ;SETEMBRO;AVANÇO;VISITA PRÉVIA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;80%;1;20;nan;nan;15/09/2025;15/10/2025;nan;nan;nan;nan;-9.9312168;-39.3249672;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1141961;MP-CIND-FAZ RIACHO DO SALGADO-RURAL;nan;UAUÁ;SETEMBRO;MIGRAR;NÃO INICIADA;nan;nan;EDIE JONNES;nan;CARLOS EDUARDO;14.7.2;100%;1;14;nan;nan;22/09/2025;20/10/2025;nan;nan;nan;nan;-10.0231278;-39.4902749;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1165158;IE-RUA-DO CONSELHEIRO-RURAL;nan;UAUÁ;SETEMBRO;AVANÇO;NÃO INICIADA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;1.2.1.1.3;50%;1;3;nan;nan;08/09/2025;09/09/2025;nan;SIM;nan;nan;-9.9754872;-39.4990407;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1081812;AC-CIND-CO-COLINA DO RIO-PEDRA DO LORD 📸;QLP;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;IVONALDO;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;2;nan;09/12/2025;09/12/2025;09/12/2025;nan;nan;NÃO;nan;-9.4223662;-40.5323639;Ver no Mapa;09/12/2025;09/12/2025;09/12/2025;SIM;nan;Consolidado;N/A
1173811;ER-CIND-FAZ-LAPAO-RURAL;nan;UAUÁ;SETEMBRO;MIGRAR;NÃO INICIADA;nan;nan;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;2;nan;24/09/2025;24/09/2025;24/09/2025;nan;NÃO;nan;nan;-9.810783;-39.600581;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1216145;ER-CIND-POV- ITAMOTINGA-JUAZEIRO;PRIORIDADE PLANO ANEEL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;IVONALDO;PEDRO LINO;VICTOR BARROS;7.1.2.3;100%;1;1;nan;nan;05/12/2025;09/12/2025;nan;SIM;NÃO;nan;-9.2795581;-40.3088353;Ver no Mapa;11/12/2025;11/12/2025;12/12/2025;SIM;nan;Consolidado;N/A
X-1189286;AC-CIND-POV-ALGODAO VELHO-ALGODAO VELHO;nan;SOBRADINHO;AGOSTO;CONCLUÍDA;nan;nan;nan;ANDERSON;PEDRO LINO;nan;7.1.2.3;100%;nan;0;0;nan;14/08/2025;14/08/2025;nan;NÃO;nan;nan;nan;nan;nan;14/08/2025;14/08/2025;14/08/2025;14/08/2025;nan;Descartado;Filtro CARTEIRA
1222325;AC-CIND-LOT-N SRA DAS GROTAS-QUIDE;PRIORIDADE PLANO ANEEL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;NOVO DESLIGAMENTO/ SEM CABO E TRAFO;IVONALDO;JUAREZ;VICTOR BARROS;nan;100%;1;0;nan;10/12/2025;10/12/2025;10/12/2025;nan;nan;NÃO;nan;-9.4304034;-40.51559041;Ver no Mapa;10/12/2025;22/12/2025;22/12/2025;SIM;nan;Consolidado;N/A
B-1167478;ER-CIND-POV-CANAA 3-RURAL;nan;SOBRADINHO;AGOSTO;CONCLUÍDA;nan;nan;nan;SANTIAGO;PEDRO LINO;nan;7.1.2.3;100%;nan;0;0;nan;05/08/2025;11/08/2025;nan;SIM;nan;LINHA VIVA TIRADA PARA NILO COELHO;nan;nan;nan;nan;nan;nan;nan;nan;Descartado;Filtro CARTEIRA
B-1190327;RC-CIND-FAZ-CASA NOVA-RURAL;nan;CASA NOVA;AGOSTO;CONCLUÍDA;nan;nan;nan;ANDERSON;MANUTENÇÃO;nan;8.3.2.3;100%;nan;0;0;22/08/2025;22/08/2025;22/08/2025;nan;NÃO;nan;nan;nan;nan;nan;22/08/2025;22/08/2025;22/08/2025;25/08/2025;nan;Descartado;Filtro CARTEIRA
B-1177596;UB-CIND RO BR 235 105 - CASA NOVA;nan;CASA NOVA;AGOSTO;CONCLUÍDA;nan;nan;nan;PAULO JUNIOR;FERNANDO;nan;7.1.1.3;100%;nan;0;nan;28/08/2025;28/08/2025;28/08/2025;nan;NÃO;nan;nan;nan;nan;nan;28/08/2025;28/08/2025;28/08/2025;29/08/2025;nan;Descartado;Filtro CARTEIRA
1183107;EQ-GRUA-CJN-MINERACAO CARAIBA-RURAL;nan;JUAZEIRO;JULHO;CONCLUÍDA;nan;nan;nan;SANTIAGO;PAULO;nan;7.1.2.3;100%;0;0;0;nan;nan;nan;nan;NÃO;nan;nan;nan;nan;nan;07/08/2025;08/08/2025;08/08/2025;nan;nan;Descartado;Filtro CARTEIRA
1171233;IE-RELIGADOR-STS-09L1-G08894;nan;SENTO SÉ;JULHO;CONCLUÍDA;nan;nan;nan;SANTIAGO;PAULO;nan;8.2.1.3;100%;0;0;0;nan;nan;nan;nan;NÃO;nan;nan;nan;nan;nan;nan;nan;29/07/2025;nan;nan;Descartado;Filtro CARTEIRA
1182439;AC-CIND-ET-DA ADUT CARAIBA 100-CH UNIDAS;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;0;0;06/10/2025;06/10/2025;06/10/2025;nan;NÃO;NÃO;nan;-9.5016769;-40.4351111;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1198655;ER-CIND-CJN-PROJETO CURACA 2-CT-CURACA I;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;nan;EDIE JONNES;JUAREZ;MARLOS LOPES;7.1.2.3;100%;1;0;0;10/10/2025;10/10/2025;10/10/2025;nan;SIM;NÃO;nan;-9.142107;-40.09028;Ver no Mapa;10/10/2025;14/10/2025;14/10/2025;14/10/2025;nan;Consolidado;N/A
1161869;ER-CIND-FAZ-MASSAYO -RURAL📸;REPUTACIONAL;JUAZEIRO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;IVONALDO;PEDRO LINO;VICTOR BARROS;7.1.2.3;100%;0;4;nan;nan;08/12/2025;12/12/2025;nan;SIM;SIM;nan;-9.4692888;-40.4739534;Ver no Mapa;04/12/2025;16/12/2025;16/12/2025;SIM;nan;Consolidado;N/A
1172044;RR - CIND FAZ RURAL - SISTEMA MANICOBA;PRIORIDADE PLANO ANEEL;JUAZEIRO;DEZEMBRO;PROGRAMADA;NÃO INICIADA;nan;nan;RODRIGUES;CARLOS EDUARDO;CARLOS EDUARDO;14.7.3;100%;2;27;nan;nan;15/12/2025;30/12/2025;nan;nan;NÃO;nan;-9.2331809;-40.2847471;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1177841;IS-COEL-AV-AGUAS BELAS-MALHADA DA AREIA;INTERV SEGURANÇA;JUAZEIRO;DEZEMBRO;PROGRAMADA;NÃO INICIADA;PARCIAL;3 EQUIPES PARA O DESLIGAMENTO;IVONALDO;DOMINGOS;VICTOR BARROS;8.6.3;100%;0;6;nan;11/12/2025;nan;30/12/2025;nan;SIM;NÃO;nan;-9.2871692;-40.3059911;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1162058;ER-CIND-FAZ-MASSAYO-RURAL;REPUTACIONAL;JUAZEIRO;DEZEMBRO;MIGRAR;ESCAVAÇÃO;nan;chi elevado não consegue desligamento esse ano;RODRIGUES;CARLOS EDUARDO;VICTOR BARROS;7.1.2.3;100%;0;37;nan;nan;03/12/2025;31/12/2025;nan;nan;NÃO;nan;-9.464869;-40.3234571;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1212150;UB-CIND-ET SERRA DA BATATEIRA-JOAO PAULO;nan;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;DUAS TURMAS GISMARIO/ JUAREZ;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.1.3;100%;1;0;0;21/10/2025;21/10/2025;21/10/2025;nan;NÃO;NÃO;nan;-9.495093;-40.478214;Ver no Mapa;21/10/2025;21/10/2025;21/10/2025;22/10/2025;nan;Consolidado;N/A
1162074;AC-CIND-FAZ-MASSAYO-RURAL;REPUTACIONAL;JUAZEIRO;DEZEMBRO;MIGRAR;IMPLANTAÇÃO;SO CONCRETO;Material retirado para o reator / MARCAR DESLIGAMENTO;RODRIGUES;DOMINGOS;VICTOR BARROS;7.1.2.3;100%;0;46;nan;nan;03/12/2025;31/12/2025;nan;SIM;NÃO;nan;-9.4570754;-40.3571651;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1169873;IE-RELIGADOR-MAN-01W2-N76854;EQUIPAMENTO;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;nan;OURO;ANDERSON;PEDRO LINO;MARLOS LOPES;8.2.2.3;100%;1;0;0;30/10/2025;30/10/2025;30/10/2025;nan;SIM;NÃO;nan;-9.2096117;-40.2906998;Ver no Mapa;nan;31/10/2025;31/10/2025;31/10/2025;nan;Consolidado;N/A
1159894;UB-CIND-RUA-JUAZEIRO-2;GOVERNO;JUAZEIRO;DEZEMBRO;EM EXECUÇÃO;NÃO INICIADA;PARCIAL;nan;IVONALDO;JUAREZ;VICTOR BARROS;7.1.1.3;100%;0;66;nan;nan;nan;30/01/2026;nan;nan;NÃO;nan;-9.454890;-40.514309;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1120283;RC-CIND-AV-DR ADOLFO VIANA-CENTRO;INSTITUCIONAL;JUAZEIRO;DEZEMBRO;EM EXECUÇÃO;NÃO INICIADA;PARCIAL;nan;EDIE JONNES;GISMARIO;CARLOS EDUARDO;8.3.2.3;80%;0;45;nan;nan;nan;31/01/2026;nan;nan;NÃO;nan;-9.4250931;-40.5049497;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1160900;IT-GRUA-ET-JUNCO SALITRE 4512-JUNCO;MMGD;JUAZEIRO;DEZEMBRO;AVANÇO;NÃO INICIADA;COMPLETO;SERÁ ENVIADO PARA REVISÃO;EDIE JONNES;nan;VICTOR BARROS;7.1.2.3;50%;0;43;nan;nan;nan;27/02/2026;nan;nan;NÃO;nan;-9.4726482;-40.545248;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1101655;AL - GRUA - ENT. JUNCO SALITRE - RURAL;MMGD;JUAZEIRO;DEZEMBRO;AVANÇO;NÃO INICIADA;A SOLICITAR;ENTRAR 2 TURMA EM JANEIRO;EDIE JONNES;nan;VICTOR BARROS;7.1.6.3;60%;0;75;nan;nan;nan;nan;nan;nan;NÃO;nan;-9.5121801;-40.6138554;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
994094;MP-CIND-POV LAGOA DO BENEDITO- LAGOA;INSTITUCIONAL;PILÃO ARCADO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;nan;SANTIAGO;JACSON;MARLOS LOPES;14.7.3;100%;19;162;nan;nan;24/11/2025;31/12/2025;nan;SIM;NÃO;nan;-9.9189224;-42.7500441;Ver no Mapa;25/11/2025;27/12/2025;27/12/2025;SIM;nan;Consolidado;N/A
1113834;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;QLP;PILÃO ARCADO;DEZEMBRO;AVANÇO;NÃO INICIADA;A SOLICITAR;nan;PAULO JUNIOR;nan;DIEGO ALMEIDA;7.1.2.3;100%;65;416;nan;nan;nan;nan;nan;SIM;NÃO;nan;-9.9331343;-42.9012232;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1195081;EQ COEL ROD BR 324 RURAL;EQUIPAMENTO;REMANSO;DEZEMBRO;AVANÇO;ESCAVAÇÃO;A SOLICITAR;REMOVIDO EM CONJUNTO COM COELBA;ANDERSON;PEDRO LINO;MARLOS LOPES;7.1.2.3;50%;1;2;nan;nan;15/12/2025;20/12/2025;nan;SIM;SIM;nan;-9.6019523;-42.0840707;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1228689;UB-CIND-RUA-B-J ESPLANADA;OBRAS ÁGEIS;REMANSO;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;A SOLICITAR;nan;MICHEL;nan;MARLOS LOPES;7.1.1.3;100%;1;3;nan;nan;15/12/2025;16/12/2025;nan;nan;NÃO;nan;-9.6116806;-42.079253;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1225098;ME-COEL-REATOR PG B707030-RMN-09X3;EQUIPAMENTO;REMANSO;DEZEMBRO;EM EXECUÇÃO;EQUIPAMENTO;VIA E-MAIL;nan;SANTIAGO;nan;MARLOS LOPES;8.2.2.3;100%;0;6;nan;nan;17/12/2025;22/12/2025;nan;SIM;NÃO;nan;-9.514847;-43.309865;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
1146807;NT-RECOND-SBO-01S4-D134830-Q023936;EQUIPAMENTO;SOBRADINHO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;nan;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.1;100%;1;2;2;nan;29/10/2025;21/11/2025;nan;SIM;NÃO;nan;-9.5366625;-40.9057719;Ver no Mapa;08/10/2025;03/11/2025;03/11/2025;SIM;nan;Consolidado;N/A
1170764;ME-COEL-RUA-PAULO MACHADO -357 🕯️;nan;UAUÁ;NOVEMBRO;AVANÇO;IMPLANTAÇÃO;COMPLETO;nan;RODRIGUES;DOMINGOS;CARLOS EDUARDO;8.2.1.3;50%;0;25;nan;13/11/2025;20/11/2025;26/12/2025;nan;nan;NÃO;nan;-9.8301307;-39.4773741;Ver no Mapa;nan;nan;nan;nan;nan;Consolidado;N/A
