PROJETO_FATO;Carteira;COORD;NOTA;TÍTULO;MUNICIPIO;STATUS 1;ENCARREGADO;SUPERVISOR;AR COELBA;nan;CRITÉRIO;ANÁLISE PROJETO PRÉ-FECH.;SOLICITAÇÃO DE RESERVA;DATA SAQUE MATERIAIS;PES LV;PES ENCABEÇ. BT / ENERG.;PES PD;DATA PD;STATUS PES PD;SI PG;PG's;CLIET.;PSTP;CAVA REALIZADA;PST EXEC;Á REALIZAR;AVNR;AVANÇO;INCIO;PV. FIM;ENERGIZAÇÃO;REFERENCIA;LATITUDE;LONGITUDE;V. PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;PLANO;OC. ENERG.;22%%;STATUS_FATO;;VALOR SERVIÇO;SERV. X % AVNP;Ticket Médio;% Vlr Serv / Vlr Projeto;DIAS PREVISTOS;% Vlr Serv x Vlr Projeto;PES ENCAB. BT / ENERG.;SOLICITAÇÃO DE TRANSPORTE CONCRETO;OBRA SIMPLIFICADA;DATA ENERG REAL;VALOR DE PROJETO;PV. INÍCIO;INCIO REAL;FIM REAL;B-1227403;ETAPA;CARTEIRA;VALOR REAL;PIN;MAPS;REFERÊNCIA;PG'S;VISITA PRÉVIA;PRÉ-FECHAMENTO;LINK PROJETO;SOL. DE RESERVA NO CES;DT. SEPARAÇÃO CES;DT. SAQUE DE MATERIAIS;PES ENCAB. BT/ ENERG.;RESUMO ENCAB. BT/ENERG.;RESUMO LV;RESUMO PES PD;% POSTES;CAVP;CAVR;% CAVAS;DT REPROG;OBRA MIGRADA;DT I REAL;DT F REAL;ENERG. INFORMADA;AS BUILT;OBS.1;Unnamed: 0;AVANÇO.1;CONCRETO ENVIADO;DEVOLUÇÃO;BOOK/EVIDÊNCIAS;IMPEDITIVO
1194789;08/01/2025;JACOBINA;9102223108;AC-GRUA-RUA-DO CRUZEIRO 20-CENTRO;OUROLÂNDIA;ENERGIZADA;nan;EDILECIO;nan;;GOVERNO;25/08/2025;nan;nan;nan;;2025-95146;27/08/2025;nan;1034020;E836694 ao E836713;0;5;nan;4;4;100%;80%;nan;nan;28/08/2025;B916920;-10,970812;-41,075518;R$  59.739,79;nan;;nan;nan;nan;nan;PLANO 7;PES 103200 / OC 68362;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173821;08/01/2025;JACOBINA;9102143417;ER-CIND-AV-CASTRO ALVES-CENTRO-SUMARE;PIRITIBA;ENERGIZADA;JOAOZITO;EDILECIO;nan;;DIA C;08/08/2025;11/08/2025;PENDENTE;nan;;nan;nan;nan;nan;nan;1;5;nan;5;5;100%;100%;21/08/2025;22/08/2025;22/08/2025;E287172;-11,674132;-40,602879;R$  29.508,70;nan;;nan;nan;PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE E287172 E ENERGIZAR A OBRA.;nan;PLANO 7;PES 99848 / OC 52402;;;;R$  8.374,45;837445%;R$  1.674,89;;;28%;CRIAR;18/07/2025;SIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097443;08/01/2025;JACOBINA;9101938372;UB-CCOL-AV-NUMA ALVES BARRETO-CENTRO;MUNDO NOVO;ENERGIZADA;HERMOGENS;EDILECIO;ALBERTO GALINDO;;DIA C;11/08/2025;11/08/2025;PENDENTE;nan;;nan;nan;nan;nan;nan;1;1;nan;1;1;100%;100%;23/08/2025;23/08/2025;23/08/2025;D267118;-11,873881;-40,459037;R$  4.014,87;nan;;nan;nan;"PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE D267118
 E ENERGIZAR A OBRA.";nan;PLANO 7;PES 99850 / OC 55093;;;;R$  1.780,37;178037%;R$  1.780,37;;;44%;CRIAR;18/07/2025;SIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191270;08/01/2025;JACOBINA;9102172172;IS-COEL-AV-SERRA-RURAL-MUNDO NOVO;MUNDO NOVO;FINALIZAR NA PRIMEIRA SEMANA DE SETEMBRO - NÃO INICIADO;HERMOGENES;EDLECIO;nan;;RECLAMAÇÃO;26/08/2025;nan;nan;nan;;nan;nan;nan;nan;E836608 ao E836610;0;4;nan;nan;2;0%;50%;27/08/2025;12/09/2025;nan;T14218;-11.85910;-40.46833;R$  61.025,64;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;nan;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112020;08/01/2025;JACOBINA;9101973363;IS-COEL-PR -JAIRO M ALMEIDA-CENTRO;MUNDO NOVO;FINALIZAR NA PRIMEIRA SEMANA DE SETEMBRO - NÃO INICIADO;HERMOGENES;EDLECIO;nan;;RECLAMAÇÃO;29/07/2025;nan;nan;nan;;nan;nan;nan;nan;L381094 ao L381096 E L381073;0;4;nan;nan;2;0%;50%;25/08/2025;10/09/2025;nan;L381073;-11,856478;-40,468484;R$  80.107,53;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1174903;08/01/2025;JACOBINA;9102130568;AL-COEL-03-CAPIM GROSSO II -CONSTR-RURAL;CAPIM GROSSO;CONCLUIDA;MIZAEL;RAFAEL;WELLINGTON SOUZA;;AL/MELHORAMENTO;29/05/2025;nan;nan;nan;;2025-80176;29/07/2025;APROVADA;1035457;E849585 AO E849644;0;25;nan;nan;16;0%;100%;26/05/2025;30/08/2025;nan;D702248;-11.3971031;-40.0192211;R$  779.557,88;nan;;nan;nan;nan;nan;PLANO 1;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1173754;08/01/2025;JACOBINA;9102130564;ME-COEL-ROD-BA130-CAPIM GROSSO;CAPIM GROSSO;CONCLUIDA;MIZAEL;RAFAEL;WELLINGTON SOUZA;;AL/MELHORAMENTO;29/05/2025;nan;nan;nan;;nan;nan;nan;nan;nan;1;39;nan;nan;39;0%;100%;26/05/2025;30/08/2025;nan;nan;-11,3779303;-40,0183686;R$  69.777,66;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1158098;08/01/2025;JACOBINA;9102098981;ER-CIND-POV-DE IVO LUCIANO-IVO;CAPIM GROSSO;ENERGIZADA;JOSE MILTON;EDUARDO;MANOEL CONCEICAO;;PRIORIDADE PLANO ANEEL;30/07/2025;08/08/2025;PENDENTE;nan;;2025-88215;29/08/2025;APROVADO;1034207;E838916 ao E838930;1;15;nan;15;15;100%;100%;23/08/2025;29/08/2025;30/08/2025;D360178;-11,244933;-40,074722;R$  159.534,19;nan;;nan;nan;PES DESL. : ABRIR A CHAVE FUSIVEL  W46668, PARA TRANSFORMAR N3 EM N4 NO PG D360178 E ENCABEÇAR REDE NOVA. (ATERRAR O PG D360182 E D360177)PES BT.: FECHAR CHAVE DO TRAFO NOVO, E FECHAR A CHAVE NOVA INSTALADA NA DERIVAÇÃO E ENERGIZAR A OBRA.;nan;PLANO 14;PES 91206 / OC 72975;;;;R$  32.575,09;3257509%;R$  2.171,67;;;20%;2025-91206;18/08/2025;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191732;08/01/2025;JACOBINA;9102161944;AC-CIND-RUA-DEPUTADO ROCHA PIRES-URBANA;CAPIM GROSSO;ESCAVAÇÃO;ANTONIO/JOSE MILTON;EDUARDO;MANOEL CONCEICAO;;PRIORIDADE PLANO ANEEL;07/08/2025;08/08/2025;PENDENTE;2025-91239;;2025-91095;27/08/2025;ANALISE;nan;E836688 ao E836692;0;6;nan;nan;5;0%;83%;23/08/2025;27/08/2025;nan;R003770;-11,382178;-40,008527;R$  112.712,75;nan;;nan;nan;PES LV: TRANSFORMAR B3 EM B4 NO PG R003768 E ENCABEÇAR REDE NOVA MT E ENERGIZAR OBRA. PES BT.: TRANSFERIR REDE BT E RAMAL DOS PG'S R003769 AO R003771. PES DESL. : ABRIR CHAVE DO TRAFO J02275, PARA POSSIBILITAR A SUBSTITUIÇÃO DOS PG'S D056423 AO R003808(SECCIONAR BT) E REDE BT, LANÇAR REDE MT DO PG'S R003808 AO R003769.(ATERRAR OS PG'S R003768, R003769, R003770, R003751 E R003808).;nan;PLANO 7;nan;;;;R$  12.470,99;1039249%;R$  2.078,50;;;11%;2025-91252;18/08/2025;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1189394;08/01/2025;JACOBINA;9102150098;IE-RELIGADOR-SAU-01L2-N79422;SAUDE;NÃO INICIADA;ANTONIO;EDUARDO;NATALICIO;;MAIS OBRAS;29/07/2025;nan;nan;2025-109660;;nan;nan;nan;nan;E836607;0;1;nan;nan;1;0%;100%;20/08/2025;23/08/2025;nan;R013606;-10,937743;-40,418121;R$  98.222,48;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191744;08/01/2025;JACOBINA;9102152957;AC-CIND-AV-RUI BARBOSA-OLIVEIRA;CAPIM GROSSO;NÃO INICIADA;ANTONIO;EDUARDO;MANOEL CONCEICAO;;QLP;08/08/2025;11/08/2025;PENDENTE;2025-96266;;nan;nan;nan;nan;E836693;0;0;nan;nan;0;#DIV/0!;#DIV/0!;20/08/2025;20/08/2025;nan;D777046;-11,385077;-40,010140;R$  31.543,57;nan;;nan;nan;PES LV: INSTALAR BANCADA  DE TRAFO NO PG D777046, INSTALAR TRAFO E ENERGIZAR OBRA. PES BT: FECHA CHAVE DO TRAFO DO PG NOVO E ENERGIZAR A OBRA.;nan;PLANO 7;nan;;;;R$  1.058,00;#DIV/0!;#DIV/0!;;;3%;2025-96275;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191697;08/01/2025;JACOBINA;9102170257;ME-COEL-AV-SERRA-RURAL (REGULADOR);MUNDO NOVO;ENERGIZADA;HERMOGENES;EDUARDO;ANTONIO GALINDO;;QLP;nan;nan;nan;CRIAR;;nan;nan;nan;nan;nan;0;2;nan;nan;2;0%;100%;15/06/2025;15/08/2025;nan;D244770;-11.697439;-40.390696;R$  404.975,95;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1199720;08/01/2025;JACOBINA;9102225311;UB-CIND-AV-LOMANTO JUNIOR-CENTRO;GAVIÃO;ENERGIZADA;ANTONIO;EDUARDO;MANOEL CONCEICAO;;PRIORIDADE PLANO ANEEL;30/07/2025;31/07/2025;04/08/2025;nan;;nan;nan;nan;1033996;E836614 ao E836623;1;7;nan;7;7;100%;100%;04/08/2025;06/08/2025;30/08;E184242;-11,478200;-39,780833;R$  54.476,31;nan;;nan;nan;PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE E184242 E ENERGIZAR A OBRA.;nan;PLANO 7;PES 104348 / OC 72634;;;;R$  11.595,76;1159576%;R$  1.656,54;;;21%;2025-104348;04/08/2025;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114109;08/01/2025;JACOBINA;9101977642;AL GRUA AG SERRA RURAL;MUNDO NOVO;MIGRADA - F;HERMOGENES;RAFAEL;ANTONIO GALINDO;;TRANSGRESSÃO;20/03/25;20/03/25;nan;nan;;2025-78434;25/07/2025;APROVADA;1019600/2025;E719592 ao E719768;0;62;nan;nan;62;0%;100%;06/04/2025;02/08/2025;nan;D262172;-11.851556;-40.481278;R$ 2.996.234,13;nan;;nan;nan;nan;nan;PLANO 7;nan;;;;R$ 123.370,00;R$ 123.370,00;R$ 1.989,84;;;4%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165581;08/01/2025;JACOBINA;9102130566;ME-COEL-ROD-AL DAS ARVORES-CONTORNOLANDI (RELOCAR RELIGADOR);SERROLÂNDIA;MIGRADA - TIRAR DA CARTEIRA;nan;nan;WELLINGTON SOUZA;;AL/MELHORAMENTO;nan;nan;nan;CRIAR;;nan;nan;nan;nan;nan;0;4;nan;nan;4;0%;100%;28/07/2025;30/08/2025;nan;D304365;-11.3202913;-40.1612981;R$  80.980,78;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1165971;08/01/2025;JACOBINA;9102130565;ME-COEL-RUA-DAS ARVORES-CONTORNOLANDIA (RELOCAR RELIGADOR);SERROLÂNDIA;MELHORAMENTO - TIRAR DA CARTEIRA;nan;EDUARDO;WELLINGTON SOUZA;;AL/MELHORAMENTO;nan;nan;nan;CRIAR;;nan;nan;nan;nan;nan;0;1;nan;nan;1;0%;100%;28/07/2025;29/07/2025;nan;D408825;-11.4350973;-40.0347883;R$  35.593,82;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1181807;08/01/2025;JACOBINA;9102158250;ME-COEL-RUA-REINALDO JACOBINA-PERU;JACOBINA;MELHORAMENTO - VAI PARA SETEMBRO - FAZER VISITA - EDUARDO;nan;nan;nan;;AL/MELHORAMENTO;23/07/2025;nan;nan;nan;;nan;nan;nan;1034018;E836624 ao E836643;0;4;nan;nan;4;0%;100%;nan;nan;nan;R006079;-11,184922;-40,519692;R$  80.058,63;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1199984;08/01/2025;JACOBINA;9102227806;IE-RELIGADOR-JCB-09N3-D11934;SERROLÂNDIA;NÃO INICIADA;nan;EDUARDO;nan;;AL/MELHORAMENTO;nan;nan;nan;nan;;nan;nan;nan;nan;nan;0;1;nan;nan;1;0%;100%;nan;nan;nan;D119343;-11,386928;-40,285409;R$  192.309,06;nan;;nan;nan;nan;nan;PLANO 8;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1194733;08/01/2025;JACOBINA;9102244026;AC-GRUA-RUA-CAMINHO DAS ARVORES -19;VÁRZEA NOVA;RETIRAR DA PROGRAMAÇÃO PELA COELBA;nan;nan;nan;;GOVERNO;nan;nan;nan;nan;;nan;nan;nan;nan;nan;0;3;nan;nan;3;0%;100%;nan;nan;nan;Q154235;-11,259200;-40,946520;R$  60.283,06;nan;;nan;nan;nan;nan;PLANO 7;nan;;;;nan;0%;R$  -;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1199785;08/01/2025;JACOBINA;9102130563;RS-CAPIM GROSSO II-JCB-09N2  JCB-09N3;CAPIM GROSSO;MIGRADA - TIRAR DA CARTEIRA;MIZAEL;RAFAEL;WELLINGTON SOUZA;;AL/MELHORAMENTO;nan;nan;nan;nan;;nan;nan;nan;nan;nan;0;0;nan;nan;0;#DIV/0!;#DIV/0!;nan;nan;nan;nan;-11.3971031;-40.0192211;R$  263.013,14;nan;;nan;nan;nan;nan;PLANO 1;nan;;;;nan;#DIV/0!;#DIV/0!;;;0%;nan;nan;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102882;08/01/2025;JACOBINA;9101923953;MP-CCOL-RUA DO COMERCIO-RURAL;CAMPO FORMOSO;ENERGIZADA;JAIRO/EUDÁRIO;EDLECIO;DIORLAN REIS;;LPT;nan;nan;nan;CRIAR;;nan;nan;1016761/2024;E698814 ao E698993;nan;20;179;nan;155;155;100%;87%;30/07/2025;29/08/2025;29/08/2025;-10.6054705;-40.934601;R$  1.827.457,22;nan;nan;;nan;nan;PES LV 01: INTERCALAR POSTE MT COM ESTRUTURA N1-3 ENTRE PG'S E690923 E E690922 E ENCABEÇAR REDE MT NOVA, INSTALAR BANCADA DO TRAFO  E TRAFO NO POSTE DE PG E690909 (D01962), TRANSFORMAR N3 EM N4 NO PG B747338 E ENCABEÇAR REDE NOVA MT E ENERGIZAR OBRA. (G95631);nan;PLANO 14;PES 104147 / OC 71649 PES  104142 / OC 71271;;;;0%;R$  -;0%;;;nan;nan;"2025-102701
2025-102658";nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0571997;09/01/2025;JACOBINA;9100185144;MP-CCOL-FAZ. AGUA FRIA-RURAL;JACOBINA;ENERGIZADA;ELIEZER;ANDERSON;RICARDO BRITO;;QLP;01/09/2025;02/09/2025;04/09/2025;nan;;2025-108488;24/09/2025;APROVADO;1035858;E857396 AO E857435;6;43;nan;36;36;100%;84%;02/09/2025;24/09/2025;;B816300;-11.29786417;-40.18323358;;nan;;;;PES DESL. 01 . ABRIR A CHAVE FUSIVEL G43455, PARA POSSIBILITAR INTERCALAR POSTE MT ENTRE PG'S B816300 AO B816302, INSTALAR TRAFO ENTRE O PG'S B816301 E B816302 E LANÇAR REDE BT DO PG'S B816300 AO B816302 E ENREGIZAR A OBRA.(ATERRAR OS PG'S B816299 E B816303)                                                                                                                                                             PES DESL. 02 . ABRIR A CHAVE FUSIVEL G43455, PARA POSSIBILITAR SUBSTITUIÇÃO DOS POSTES BT  POR MT DE PG'S B816312 AO B816314, TRANSFORMAR ESTRUTURA N3 PARA N4 DE PG B816311 E ENCABEÇAR REDE MT NOVA, ENERGIZAR A OBRA.(ATERRAR OS PG'S B816311 E B186315);nan;PLANO 14;PES 114701 / OC 48816;;;;R$75.080,01;270288036%;R$  2.702.880,36;;;23%;nan;nan;NÃO;19/09/2025;R$ 326.862,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1053689;09/01/2025;JACOBINA;9101485073;RI-SEIN-RUA-ALCEBIADES RIOS-CENTRO VARZE;VÁRZEA DO POÇO;OBRA PARALISADA;JOSE MILTON;ANDERSON;NAILTON SANTANA;;QLP;30/08/2025;01/09/2025;PENDENTE;2025-109671;;"2025-104700
2025-109295";13/09/2025 26/09/2025;APROVADO;1035883;E857466 AO E857498;1;36;nan;nan;36;0%;100%;01/09/2025;26/09/2025;;D014041;-11,533215;-40,308907;;nan;;;;PES DESL. 01 : ABRIR CHAVE DO TRAFO J60288, PARA POSSIBILITAR A SUBSTITUIÇÃO DOS POSTES BT PARA MT DE PG'S D014040 AO D014038, INSTALAR BANCADA DE TRAFO NO PG D014040.(ATERRAR OS PG'SD014041 E D014047). PES BT.: FECHAR CHAVE DO TRAFO NOVO, E FECHAR A CHAVE NOVA INSTALADA NA DERIVAÇÃO E ENERGIZAR A OBRA. PES DESL. 02: ABRIR CHAVE DO TRAFO J60288, REALOCAR O TRAFO DE PLACA J60288  PARA O PG D014040 E LANÇAR REDE MT DO PG D014041 AO D014040(CONJUNTO COM A LV).(ATERRAR OS PG'S D014041 E D014047). PES LV: PARA INSTALAR  CE3 NO PG D014041 E ENCABEÇA REDE NOVA MT DO PG D014040 E ENERGIZAR OBRA;nan;PLANO 7;nan;;;;R$70.424,94;nan;nan;;;nan;2025-109839;nan;NÃO;nan;R$ 255.446,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1060065;09/01/2025;JACOBINA;9101850400;UB-CIND-LO MORRO GUINHO 17-CENTRO;BAIXA GRANDE;ENERGIZADA;HERMOGENES;ANDERSON;MANOEL CONCEICAO;;QLP;18/08/2025;26/08/2025;PENDENTE;nan;;nan;nan;nan;nan;E770264;1;1;nan;1;1;100%;100%;12/09/2025;12/09/2025;;B106902;-11,953034;-40,164535;;nan;;;;PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE B106902 E ENERGIZAR A OBRA.;nan;PLANO 7;PES 110387 / OC 48814;;;;R$1.839,76;nan;nan;;;nan;2025-110387;nan;SIM;19/09/2025;R$ 3.063,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089374;09/01/2025;JACOBINA;9102103446;MP-CIND-FAZ-RIACHO GRANDE-RURAL;PIRITIBA;ENERGIZADA;JOAOZITO;ANDERSON;NAILTON SANTANA;;PRIORIDADE PLANO ANEEL;01/09/2025;nan;nan;nan;;2025-109527;24/09/2025;APROVADO;1034341;E838986 ao E839035;2;54;nan;53;53;100%;98%;14/08/2025;16/09/2025;;nan;-11.65648269;-40.65786;;nan;;;;PES DESL. : ABRIR A CHAVE FUSIVEL  G43583, PARA TRANSFORMAR N3-3 EM N4-3 NO PG B879000 E ENCABEÇAR REDE NOVA E ENERGIZAR OBRA (ATERRAR O PG B879001 E B878999)PES BT.: FECHAR CHAVE DO TRAFO NOVO, E FECHAR A CHAVE NOVA INSTALADA NA DERIVAÇÃO E ENERGIZAR A OBRA.;nan;PLANO 14;PES 70337 / OC 91269;;;;nan;nan;nan;;;nan;2025-91269;nan;NÃO;26/09/2025;R$ 489.193,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1205332;09/01/2025;JACOBINA;9102251254;UB-CIND-RUA-BOSQUE DAS MANGUEIR-CENTRO;CAMPO FORMOSO;ENERGIZADA;EUDARIO;JAIRO;DIORLAN REIS;;QLP;02/09/2025;02/09/2025;PENDENTE;nan;;nan;nan;nan;nan;E839049 AO E839050;1;2;nan;2;2;100%;100%;12/09/2025;nan;;E529031;-10,492863;-40,314072;;nan;;;;PES BT: ENCABEÇAR REDE BT NOVA NO PG EXISTENTE E529031 E ENERGIZAR A OBRA.;nan;PLANO 7;PES 111875 / OC 32379;;;;R$3.346,82;nan;nan;;;nan;2025-111875;nan;NÃO;12/09/2025;R$ 11.422,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146875;09/01/2025;JACOBINA;9102067340;LD CIND FAZ PEDRA DO VIENA 101 RURAL;MUNDO NOVO;ENERGIZADA;HERMOGENES;ANDERSON;NAILTON SANTANA;;QLP;30/08/2025;01/09/2025;PENDENTE;nan;;2025-109230;25/09/2025;APROVADO;1035863;E857536 AO E857557;1;21;nan;nan;21;0%;100%;01/09/2025;25/09/2025;;D741738;-12,025454;-40,544283;;nan;;;;PES DESL. : ABRIR CHAVE N51012, PARA POSSIBILITAR A SUBSTITUIÇÃO DOS POSTES BT PARA MT DE PG'S D741733 AO D741738, TRANSFORMAR ESTRUTURA N3 PARA N4 DO PG D741731 E ENCABEÇAR REDE NOVA MT E ENERGIZAR OBRA.(ATERRAR OS PG'S D741731 E D742079). PES BT.: FECHAR CHAVE DO TRAFO NOVO, E FECHAR A CHAVE NOVA INSTALADA NA DERIVAÇÃO E ENERGIZAR A OBRA.;nan;PLANO 7;nan;;;;R$52.286,57;nan;nan;;;nan;2025-111441;nan;NÃO;nan;R$ 226.763,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148379;09/01/2025;JACOBINA;9102093081;IS-CIND-AV-SETE SETEMBRO-URBANA;OUROLÂNDIA;Religador fronteira J04025, depois religador NF J02517, INSTALAR CHAVE PROVISORIA R046476;ELIEZER;RAFAEL;ANTÔNIO MELO;;TRANSGRESSÃO;02/09/2025;03/09/2025;PENDENTE;2025-111451;;2025-116159;30/09/2025;ANALISE;nan;E839080 AO E839082;0;5;nan;nan;5;0%;100%;22/09/2025;24/09/2025;;D929742;-10,851471;-41,376750;;nan;;;;PES LV. - INTERCALAR DOIS POSTES AT ENTRE OS PG'S R046475 E D929742 COM ESTRUTURA N3-3, E INTERCALAR POSTE AT COM ESTRUTURA N3-3 ENTRE OS PG'S D039296 E O D929742.PES DESL.: ABRIR RELIGADOR  J02517(FAZER CORTE VISIVEL), FECHAR RELIGADOR J04025,  ABRIR TRAFO N80765,  PARA POSSIBILITAR ABERTURA DE PASSAGEM NO PG R046476, INTERCALAR POSTE MT COM ESTRUTURA N3-3 ENTRE OS PG'S R046475 E D929742, ENCABEÇAR REDE MT NOVA E ENERGIZAR OBRA.(ATERRAR OS PG'S D929742 E R046475).;nan;PLANO 8;nan;;;;R$ 9.099,24;nan;nan;;;nan;nan;nan;SIM;nan;R$ 61.641,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1149434;09/01/2025;JACOBINA;9102059665;MP CIND-POV-RIACHAO-RURAL;CAMPO FORMOSO;ENERGIZADA;JOSE MILTON;RAFAEL;DIORLAN REIS;;AIC AUDITORIA;01/06/2025;nan;nan;nan;;2025-111431;26/09/2025;APROVADO;1036964;E766811 AO E766833;2;31;nan;30;30;100%;97%;17/09/2025;30/09/2025;;D070521;-10,357028;-41,117852;;nan;;;;PES DESL.: ABRIR A CHAVE J54592, PARA POSSIBILITAR SUBSTITUIÇÃO DO POSTE BT POR MT DE PG D070521 E ENCABEÇAR REDE NOVA E ENERGIZAR OBRA.(ATERRAR OS PG'S D070520, D070528 E D070522). PES BT.: FECHAR CHAVE DO TRAFO NOVO, E FECHAR A CHAVE NOVA INSTALADA NA DERIVAÇÃO E ENERGIZAR A OBRA.;nan;PLANO 7;PES 111819 / OC 81344;;;;R$ 57.559,60;nan;nan;;;nan;2025-111819;nan;NÃO;30/09/2025;R$ 295.559,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1158426;09/01/2025;JACOBINA;9102113015;AC-CIND-AV-TANCREDO NEVES-SACRAMENTO;CAPIM GROSSO;ENERGIZADA;MIZAEL;EDUARDO;WELLINGTON SOUZA;;QLP;02/09/2025;02/09/2025;PENDENTE;2025-112455;;2025-115481;27/09/2025;ANALISE;nan;nan;1;3;nan;1;1;100%;33%;09/09/2025;24/09/2025;;R003071;-11,380967;-40.011698;;nan;;;;PES LV: INTERCALAR POSTE DE PG'S R003071 E R003072 E INSTALAR BANCADA DO TRAFO E INSTALAR TRAFO E ENERGIZAR OBRA.  PES DESL.: ABRIR CHAVE DO TRAFO J02282, PARA POSSIBILITAR A SUBSTITUIÇÃO DA REDE BT DOS PG'S R003686 AO R003072. (ATERRAR OS PG'S R003684, R003766 E R003073);nan;PLANO 7;PES 118774 / OC 73782;;;;R$6.477,06;nan;nan;;;nan;nan;nan;SIM;27/09/2025;R$ 74.739,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1160267;09/01/2025;JACOBINA;9101740030;RR-CIND-FAZ-BANANEIRA-VANVANA;CAMPO FORMOSO;CANCELADA - OBRA ATENDIDA PELO B-1011966;EUDARIO/JAIRO;JAIRO;DIORLAN REIS;;REPUTACIONAL;nan;nan;nan;CRIAR;;nan;nan;nan;1036971;E863162 AO E863211;11;22;nan;nan;22;0%;100%;24/09/2025;30/09/2025;;D134562;-10,457486;-40,278553;;nan;;;;PES LV: INTERCALAR POSTE MT ENTRE PG'S D134562 E Q060300 ESTRUTURA N1-3,  ENCABEÇAR REDE NOVA E ENERGIZAR OBRA. PES BT.: FECHAR CHAVE DO TRAFO NOVO, FECHAR A CHAVE NOVA INSTALADA NA DERIVAÇÃO E ENERGIZAR A OBRA.;nan;PLANO 14;nan;;;;nan;nan;nan;;;nan;CRIAR;nan;NÃO;nan;R$ 145.417,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
